Al (%),Si (%),Fe (%),Casting Temp (°C),Cooling Water Temp (°C),Casting Speed (m/min),Cast Bar Entry Temp (°C),Emulsion Temp (°C),Emulsion Pressure (bar),Emulsion Concentration (%),Quench Water Pressure (bar),UTS (MPa),Elongation (%),Conductivity (% IACS)
99.29963209507788,0.13702658576772392,0.2523411367471812,710.181089826267,30.719958782835928,5.090453280416163,452.96513908155646,45.387994547288876,2.7202679239473957,5.82715602280539,3.3736408184666984,187.13668891473102,13.755105597199998,59.883541466147534
99.76057144512794,0.2083801894756716,0.2493957598144,713.9004419157411,33.05432329299986,5.210153489062532,443.4477272421033,46.86772528231129,2.6872830044131275,5.050720963638996,3.332912096231403,191.00264641523964,13.276418243110616,60.023012910353756
99.58559515344912,0.27458916717528165,0.38125091610420736,697.514036963775,32.60160929790159,5.7818210898032705,457.4478912670963,53.31245805089942,2.0957541986633577,5.4498205436721685,3.17615391250286,184.81386460926524,14.526988838471294,59.985514410109985
99.47892678735762,0.24644497728191223,0.24990923996990122,708.74622298821,26.538999046937736,5.010006579089838,452.26232478138485,52.667683563383356,2.9225724049058,4.872096595945176,3.607266670101488,192.93094445900977,13.638873654915033,60.187933446381905
99.12481491235395,0.26131222957228994,0.2543899452257262,707.1523794943124,26.492494697414738,5.804474527218257,443.1440776711391,48.50642691457147,2.5684722021568196,5.260069155084876,3.4766241605086288,192.97228687358006,13.595160931276915,59.75207283458071
99.12479561626895,0.23175667334214348,0.35187965248359276,714.9849113036481,27.681743677449134,4.632201646465037,459.24676114962415,48.76810627774213,2.3637255211356845,4.681151874842238,3.8657009923240038,191.73075722381577,14.483644217720897,59.89748088921017
99.04646688973456,0.2384553129035705,0.289947968490108,717.1826118144378,28.61074726341037,5.665197655812946,450.3673092667064,50.33554433553579,2.7565385834953067,4.602318039570891,3.032109580482058,187.49572855244813,13.061863720019495,59.74770417920764
99.69294091661995,0.26983913031306384,0.3553421113910363,690.3647031443217,29.084555814084826,5.771321449582104,441.4579690374331,45.002410046851345,2.257365458401634,5.156459572339028,3.6438679275551262,193.65865197382163,13.188225195134429,59.95878656397615
99.48089200939457,0.14993360177183718,0.21307323151287705,710.2205975717637,31.796972168333454,4.772726479256008,452.53665808830135,47.41244336038028,2.6935098370463204,4.9962593483679605,3.762948878511561,196.62266179774326,13.965057311849762,60.27419629978703
99.56645806223683,0.19788499272862808,0.29751423873467686,691.5550739735919,25.566804321658353,5.1455197985583006,445.0639781402562,47.08231808608215,2.039711207572247,5.159072738299962,3.759486569188307,190.01898418101752,14.117465395363247,59.92226475184561
99.01646759543664,0.14424188836392043,0.20672272003665654,706.4657599523207,25.346727042260664,4.748249661995484,456.07386903754605,47.504829467497636,2.839408037609272,4.573321162574046,3.886073967095525,191.85489413296975,14.21741561865944,59.976216452817205
99.77592788172959,0.2975336015993294,0.21253064069107092,698.6289818713103,28.91910562943909,5.559906193491327,456.3564414713238,53.05905842533441,2.4481708470213186,4.73391566363399,3.729033742829494,190.53666505795363,13.879691337555219,60.17675209666387
99.66595411264034,0.2888118679373226,0.38128749066888223,699.2032979856642,31.971636921379805,5.303021652092485,459.5789471170932,47.79673856546443,2.636692914357942,4.167795921257818,3.9278100616476963,191.55127246627958,15.243152219975489,60.22711450042703
99.16987128854262,0.10788536227370119,0.22784907422351905,700.5887551035707,26.934353429564826,5.452985020062481,450.0373906204901,46.915213220501485,2.2212378198066838,4.104552744544412,3.3326565998208917,189.67076148529935,13.855205852822097,60.04529865769198
99.14545997376568,0.24111503450313768,0.30648413645504347,708.6387734714883,31.415044812562517,4.794730450434317,449.09913759455475,50.04263460793032,2.677073712658448,4.506914259346033,3.503209416751543,190.328245954043,13.885033270027941,60.20239697343341
99.14672360788275,0.28504966348313315,0.2822191205201413,700.021498970063,27.598281379402994,4.817618793078629,455.0695121089296,53.656450363727316,2.7722402758932767,4.148493718661092,3.0140796632828906,192.71822774999524,13.638071169230335,59.84993673103613
99.24339379436763,0.13611506902546672,0.26946866525176855,711.9809715177084,33.86086108813517,4.562245988264859,442.6494131268385,47.413497038375,2.473213186884399,4.207549417269481,3.006957587303291,197.63592106157475,14.036088378644285,60.33125548734832
99.41980514530579,0.21358904611052587,0.3799666691374545,702.1358215672161,33.95689944266616,4.983101302793594,450.9383102758625,45.785362427927986,2.6177269240617944,5.625856810787874,3.24012662045152,185.9065773751556,14.265334240302666,60.46776074425683
99.3455560149137,0.28309765951760835,0.20436467935509792,692.0505960092987,27.972872042813265,5.339616992000512,450.92495200261703,48.564047358496644,2.4563259238223987,4.077747394033379,3.100807197139085,189.29109234725604,14.587429500851696,60.14968755674637
99.23298331215844,0.10678919571715978,0.3327579372351178,713.5127952745232,27.299937539632406,5.7869023709959935,441.78946245620773,52.47651824564978,2.8940913692578456,5.317885587869485,3.260211367935754,187.13425830802993,13.280123050236389,59.639835344515596
99.4894823157779,0.239484053449368,0.39267888684271013,698.5727497377811,29.113039720662314,5.500391171188021,448.35968171013826,50.50690544694795,2.497869180514319,4.5451154976308015,3.1770432945283975,194.7047121826173,13.88207138529163,59.91940571594265
99.11159508852164,0.15946980147451015,0.3120336366923684,702.9830063879779,27.405315851801486,5.153094485099627,457.06569597134404,53.16793369574347,2.841808709028819,5.743091361416253,3.0285200248386484,188.38593641143922,14.255031142362007,60.1914055554817
99.23371571882818,0.2848792390753061,0.3873644924066184,710.5633164966571,31.723838432917034,5.929680171591206,457.12307243989324,54.59592147609234,2.8013520582702487,4.969984569154999,3.9093041464060496,186.19856344347548,14.339487982058191,59.972331828683906
99.29308947463495,0.2942116490330735,0.21045157585720475,699.9736847144613,33.26064684548285,5.578867800863748,441.9847532983936,52.926624767516174,2.4105048213483564,4.611152918655652,3.0082231313888914,191.9132452322688,14.032540576577432,60.30513076338653
99.36485598737363,0.28885329782268676,0.2837586638148323,691.6975696844015,31.73092130911217,5.895247804293825,441.8144176549566,51.03803078843753,2.230084491857475,5.035277871378869,3.7360821443370855,194.8178118284494,14.281592292650426,60.16114585414981
99.62814076911441,0.19484284333149277,0.25203155819241024,701.2176314103845,33.2435044724935,5.291381959908248,445.2539095400387,49.9334158805238,2.4060821325597708,4.763916038090538,3.1521478869195168,192.0516751762015,13.594852212342339,59.8758908229354
99.1597390257267,0.2724085301978627,0.346164192996146,718.3334574808291,28.969921622074743,4.88835641218971,457.4953212510799,45.400690863482666,2.82621737577522,5.128602129339661,3.9122296219996002,191.53106650588722,14.732959624794006,60.07047905958158
99.4113875507309,0.2689098797070141,0.39625941809944937,709.2520319189567,26.56316970708861,4.579240029547083,442.57805170147,54.843219788140416,2.2276325358193922,4.2290657366526965,3.892795939589886,191.6900243642758,14.54474624937112,59.860094600799094
